number_run,timestamp_local,timestamp_utc,collimatore_timestamp_gva,collimatore_timestamp_utc,collimatore131x,collimatore131y,collimatore197x,collimatore197y
20591,2026-06-09 05:37:00+02:00,2026-06-09 03:37:00+00:00,2026-06-09 04:37:12.120000+02:00,2026-06-09 02:37:12.120000+00:00,-3,3,-8,8
20592,2026-06-09 05:37:00+02:00,2026-06-09 03:37:00+00:00,2026-06-09 04:37:12.120000+02:00,2026-06-09 02:37:12.120000+00:00,-3,3,-8,8
20593,2026-06-09 05:39:00+02:00,2026-06-09 03:39:00+00:00,2026-06-09 04:37:12.120000+02:00,2026-06-09 02:37:12.120000+00:00,-3,3,-8,8
20590,2026-06-09 05:42:00+02:00,2026-06-09 03:42:00+00:00,2026-06-09 04:37:12.120000+02:00,2026-06-09 02:37:12.120000+00:00,-3,3,-8,8
20589,2026-06-09 05:42:00+02:00,2026-06-09 03:42:00+00:00,2026-06-09 04:37:12.120000+02:00,2026-06-09 02:37:12.120000+00:00,-3,3,-8,8
20599,2026-06-09 05:49:00+02:00,2026-06-09 03:49:00+00:00,2026-06-09 05:47:24.240000+02:00,2026-06-09 03:47:24.240000+00:00,-5,5,-10,10
20601,2026-06-09 06:23:00+02:00,2026-06-09 04:23:00+00:00,2026-06-09 06:18:27.270000+02:00,2026-06-09 04:18:27.270000+00:00,-5,5,-8,8
20602,2026-06-09 06:29:00+02:00,2026-06-09 04:29:00+00:00,2026-06-09 06:18:27.270000+02:00,2026-06-09 04:18:27.270000+00:00,-5,5,-8,8
20603,2026-06-09 06:40:00+02:00,2026-06-09 04:40:00+00:00,2026-06-09 06:18:27.270000+02:00,2026-06-09 04:18:27.270000+00:00,-5,5,-8,8
20604,2026-06-09 06:46:00+02:00,2026-06-09 04:46:00+00:00,2026-06-09 06:18:27.270000+02:00,2026-06-09 04:18:27.270000+00:00,-5,5,-8,8
20605,2026-06-09 06:59:00+02:00,2026-06-09 04:59:00+00:00,2026-06-09 06:18:27.270000+02:00,2026-06-09 04:18:27.270000+00:00,-5,5,-8,8
20606,2026-06-09 07:32:00+02:00,2026-06-09 05:32:00+00:00,2026-06-09 07:27:08.080000+02:00,2026-06-09 05:27:08.080000+00:00,-5,5,4,8
20608,2026-06-09 07:55:00+02:00,2026-06-09 05:55:00+00:00,2026-06-09 07:27:08.080000+02:00,2026-06-09 05:27:08.080000+00:00,-5,5,4,8
20609,2026-06-09 08:08:00+02:00,2026-06-09 06:08:00+00:00,2026-06-09 07:27:08.080000+02:00,2026-06-09 05:27:08.080000+00:00,-5,5,4,8
20610,2026-06-09 08:20:00+02:00,2026-06-09 06:20:00+00:00,2026-06-09 07:27:08.080000+02:00,2026-06-09 05:27:08.080000+00:00,-5,5,4,8
20611,2026-06-09 09:01:00+02:00,2026-06-09 07:01:00+00:00,2026-06-09 07:27:08.080000+02:00,2026-06-09 05:27:08.080000+00:00,-5,5,4,8
20612,2026-06-09 09:11:00+02:00,2026-06-09 07:11:00+00:00,2026-06-09 07:27:08.080000+02:00,2026-06-09 05:27:08.080000+00:00,-5,5,4,8
20613,2026-06-09 09:15:00+02:00,2026-06-09 07:15:00+00:00,2026-06-09 07:27:08.080000+02:00,2026-06-09 05:27:08.080000+00:00,-5,5,4,8
20614,2026-06-09 09:55:00+02:00,2026-06-09 07:55:00+00:00,2026-06-09 09:52:56.560000+02:00,2026-06-09 07:52:56.560000+00:00,-3,3,-8,8
20615,2026-06-09 10:00:00+02:00,2026-06-09 08:00:00+00:00,2026-06-09 09:52:56.560000+02:00,2026-06-09 07:52:56.560000+00:00,-3,3,-8,8
20616,2026-06-09 10:32:00+02:00,2026-06-09 08:32:00+00:00,2026-06-09 09:52:56.560000+02:00,2026-06-09 07:52:56.560000+00:00,-3,3,-8,8
20617,2026-06-09 10:36:00+02:00,2026-06-09 08:36:00+00:00,2026-06-09 09:52:56.560000+02:00,2026-06-09 07:52:56.560000+00:00,-3,3,-8,8
20618,2026-06-09 11:02:00+02:00,2026-06-09 09:02:00+00:00,2026-06-09 09:52:56.560000+02:00,2026-06-09 07:52:56.560000+00:00,-3,3,-8,8
20619,2026-06-09 11:37:00+02:00,2026-06-09 09:37:00+00:00,2026-06-09 09:52:56.560000+02:00,2026-06-09 07:52:56.560000+00:00,-3,3,-8,8
20620,2026-06-09 12:28:00+02:00,2026-06-09 10:28:00+00:00,2026-06-09 09:52:56.560000+02:00,2026-06-09 07:52:56.560000+00:00,-3,3,-8,8
20621,2026-06-09 12:35:00+02:00,2026-06-09 10:35:00+00:00,2026-06-09 09:52:56.560000+02:00,2026-06-09 07:52:56.560000+00:00,-3,3,-8,8
20622,2026-06-09 12:41:00+02:00,2026-06-09 10:41:00+00:00,2026-06-09 09:52:56.560000+02:00,2026-06-09 07:52:56.560000+00:00,-3,3,-8,8
20623,2026-06-09 12:42:00+02:00,2026-06-09 10:42:00+00:00,2026-06-09 09:52:56.560000+02:00,2026-06-09 07:52:56.560000+00:00,-3,3,-8,8
20624,2026-06-09 13:28:00+02:00,2026-06-09 11:28:00+00:00,2026-06-09 09:52:56.560000+02:00,2026-06-09 07:52:56.560000+00:00,-3,3,-8,8
20625,2026-06-09 13:34:00+02:00,2026-06-09 11:34:00+00:00,2026-06-09 09:52:56.560000+02:00,2026-06-09 07:52:56.560000+00:00,-3,3,-8,8
20626,2026-06-09 14:00:00+02:00,2026-06-09 12:00:00+00:00,2026-06-09 09:52:56.560000+02:00,2026-06-09 07:52:56.560000+00:00,-3,3,-8,8
20627,2026-06-09 16:05:00+02:00,2026-06-09 14:05:00+00:00,2026-06-09 14:39:23.230000+02:00,2026-06-09 12:39:23.230000+00:00,-3,3,-8,8
20628,2026-06-09 16:27:00+02:00,2026-06-09 14:27:00+00:00,2026-06-09 14:39:23.230000+02:00,2026-06-09 12:39:23.230000+00:00,-3,3,-8,8
20630,2026-06-09 16:35:00+02:00,2026-06-09 14:35:00+00:00,2026-06-09 14:39:23.230000+02:00,2026-06-09 12:39:23.230000+00:00,-3,3,-8,8
20631,2026-06-09 16:38:00+02:00,2026-06-09 14:38:00+00:00,2026-06-09 14:39:23.230000+02:00,2026-06-09 12:39:23.230000+00:00,-3,3,-8,8
20632,2026-06-09 16:54:00+02:00,2026-06-09 14:54:00+00:00,2026-06-09 14:39:23.230000+02:00,2026-06-09 12:39:23.230000+00:00,-3,3,-8,8
20633,2026-06-09 18:23:00+02:00,2026-06-09 16:23:00+00:00,2026-06-09 18:16:44.440000+02:00,2026-06-09 16:16:44.440000+00:00,-10,10,-8,8
20634,2026-06-09 18:40:00+02:00,2026-06-09 16:40:00+00:00,2026-06-09 18:26:24.240000+02:00,2026-06-09 16:26:24.240000+00:00,-5,5,-10,10
20635,2026-06-09 19:06:00+02:00,2026-06-09 17:06:00+00:00,2026-06-09 19:04:08.080000+02:00,2026-06-09 17:04:08.080000+00:00,-3,3,-8,8
20636,2026-06-09 19:39:00+02:00,2026-06-09 17:39:00+00:00,2026-06-09 19:04:08.080000+02:00,2026-06-09 17:04:08.080000+00:00,-3,3,-8,8
20637,2026-06-09 19:49:00+02:00,2026-06-09 17:49:00+00:00,2026-06-09 19:04:08.080000+02:00,2026-06-09 17:04:08.080000+00:00,-3,3,-8,8
20638,2026-06-09 19:59:00+02:00,2026-06-09 17:59:00+00:00,2026-06-09 19:04:08.080000+02:00,2026-06-09 17:04:08.080000+00:00,-3,3,-8,8
20639,2026-06-09 21:12:00+02:00,2026-06-09 19:12:00+00:00,2026-06-09 19:04:08.080000+02:00,2026-06-09 17:04:08.080000+00:00,-3,3,-8,8
20640,2026-06-09 22:04:00+02:00,2026-06-09 20:04:00+00:00,2026-06-09 21:59:33.330000+02:00,2026-06-09 19:59:33.330000+00:00,-3,3,-8,8
20641,2026-06-09 22:09:00+02:00,2026-06-09 20:09:00+00:00,2026-06-09 21:59:33.330000+02:00,2026-06-09 19:59:33.330000+00:00,-3,3,-8,8
20642,2026-06-09 23:20:00+02:00,2026-06-09 21:20:00+00:00,2026-06-09 21:59:33.330000+02:00,2026-06-09 19:59:33.330000+00:00,-3,3,-8,8
20643,2026-06-09 23:38:00+02:00,2026-06-09 21:38:00+00:00,2026-06-09 21:59:33.330000+02:00,2026-06-09 19:59:33.330000+00:00,-3,3,-8,8
20644,2026-06-10 04:01:00+02:00,2026-06-10 02:01:00+00:00,2026-06-09 21:59:33.330000+02:00,2026-06-09 19:59:33.330000+00:00,-3,3,-8,8
20645,2026-06-10 04:16:00+02:00,2026-06-10 02:16:00+00:00,2026-06-09 21:59:33.330000+02:00,2026-06-09 19:59:33.330000+00:00,-3,3,-8,8
20646,2026-06-10 04:21:00+02:00,2026-06-10 02:21:00+00:00,2026-06-09 21:59:33.330000+02:00,2026-06-09 19:59:33.330000+00:00,-3,3,-8,8
20647,2026-06-10 04:30:00+02:00,2026-06-10 02:30:00+00:00,2026-06-09 21:59:33.330000+02:00,2026-06-09 19:59:33.330000+00:00,-3,3,-8,8
20648,2026-06-10 04:35:00+02:00,2026-06-10 02:35:00+00:00,2026-06-09 21:59:33.330000+02:00,2026-06-09 19:59:33.330000+00:00,-3,3,-8,8
20649,2026-06-10 04:36:00+02:00,2026-06-10 02:36:00+00:00,2026-06-09 21:59:33.330000+02:00,2026-06-09 19:59:33.330000+00:00,-3,3,-8,8
20650,2026-06-10 04:58:00+02:00,2026-06-10 02:58:00+00:00,2026-06-10 04:57:15.150000+02:00,2026-06-10 02:57:15.150000+00:00,-3,3,-10,10
20651,2026-06-10 05:05:00+02:00,2026-06-10 03:05:00+00:00,2026-06-10 04:57:15.150000+02:00,2026-06-10 02:57:15.150000+00:00,-3,3,-10,10
20652,2026-06-10 05:06:00+02:00,2026-06-10 03:06:00+00:00,2026-06-10 04:57:15.150000+02:00,2026-06-10 02:57:15.150000+00:00,-3,3,-10,10
20653,2026-06-10 05:24:00+02:00,2026-06-10 03:24:00+00:00,2026-06-10 04:57:15.150000+02:00,2026-06-10 02:57:15.150000+00:00,-3,3,-10,10
20654,2026-06-10 05:33:00+02:00,2026-06-10 03:33:00+00:00,2026-06-10 04:57:15.150000+02:00,2026-06-10 02:57:15.150000+00:00,-3,3,-10,10
20655,2026-06-10 05:52:00+02:00,2026-06-10 03:52:00+00:00,2026-06-10 04:57:15.150000+02:00,2026-06-10 02:57:15.150000+00:00,-3,3,-10,10
20656,2026-06-10 06:32:00+02:00,2026-06-10 04:32:00+00:00,2026-06-10 04:57:15.150000+02:00,2026-06-10 02:57:15.150000+00:00,-3,3,-10,10
20657,2026-06-10 06:39:00+02:00,2026-06-10 04:39:00+00:00,2026-06-10 04:57:15.150000+02:00,2026-06-10 02:57:15.150000+00:00,-3,3,-10,10
20658,2026-06-10 06:46:00+02:00,2026-06-10 04:46:00+00:00,2026-06-10 04:57:15.150000+02:00,2026-06-10 02:57:15.150000+00:00,-3,3,-10,10
20659,2026-06-10 06:57:00+02:00,2026-06-10 04:57:00+00:00,2026-06-10 04:57:15.150000+02:00,2026-06-10 02:57:15.150000+00:00,-3,3,-10,10
20660,2026-06-10 07:17:00+02:00,2026-06-10 05:17:00+00:00,2026-06-10 07:14:22.220000+02:00,2026-06-10 05:14:22.220000+00:00,-3,3,-8,8
20661,2026-06-10 07:23:00+02:00,2026-06-10 05:23:00+00:00,2026-06-10 07:14:22.220000+02:00,2026-06-10 05:14:22.220000+00:00,-3,3,-8,8
20662,2026-06-10 07:29:00+02:00,2026-06-10 05:29:00+00:00,2026-06-10 07:14:22.220000+02:00,2026-06-10 05:14:22.220000+00:00,-3,3,-8,8
20663,2026-06-10 07:31:00+02:00,2026-06-10 05:31:00+00:00,2026-06-10 07:14:22.220000+02:00,2026-06-10 05:14:22.220000+00:00,-3,3,-8,8
20665,2026-06-10 08:00:00+02:00,2026-06-10 06:00:00+00:00,2026-06-10 07:51:04.040000+02:00,2026-06-10 05:51:04.040000+00:00,-3,3,-10,10
20666,2026-06-10 09:32:00+02:00,2026-06-10 07:32:00+00:00,2026-06-10 07:51:04.040000+02:00,2026-06-10 05:51:04.040000+00:00,-3,3,-10,10
20667,2026-06-10 10:14:00+02:00,2026-06-10 08:14:00+00:00,2026-06-10 07:51:04.040000+02:00,2026-06-10 05:51:04.040000+00:00,-3,3,-10,10
20668,2026-06-10 11:09:00+02:00,2026-06-10 09:09:00+00:00,2026-06-10 07:51:04.040000+02:00,2026-06-10 05:51:04.040000+00:00,-3,3,-10,10
20669,2026-06-10 16:49:00+02:00,2026-06-10 14:49:00+00:00,2026-06-10 07:51:04.040000+02:00,2026-06-10 05:51:04.040000+00:00,-3,3,-10,10
20670,2026-06-10 17:03:00+02:00,2026-06-10 15:03:00+00:00,2026-06-10 16:56:48.480000+02:00,2026-06-10 14:56:48.480000+00:00,-5,5,-8,8
20673,2026-06-10 17:31:00+02:00,2026-06-10 15:31:00+00:00,2026-06-10 16:56:48.480000+02:00,2026-06-10 14:56:48.480000+00:00,-5,5,-8,8
20674,2026-06-10 17:43:00+02:00,2026-06-10 15:43:00+00:00,2026-06-10 17:39:51.510000+02:00,2026-06-10 15:39:51.510000+00:00,-3,3,-8,8
20675,2026-06-10 20:20:00+02:00,2026-06-10 18:20:00+00:00,2026-06-10 17:39:51.510000+02:00,2026-06-10 15:39:51.510000+00:00,-3,3,-8,8
20676,2026-06-10 20:52:00+02:00,2026-06-10 18:52:00+00:00,2026-06-10 17:39:51.510000+02:00,2026-06-10 15:39:51.510000+00:00,-3,3,-8,8
20677,2026-06-10 21:08:00+02:00,2026-06-10 19:08:00+00:00,2026-06-10 17:39:51.510000+02:00,2026-06-10 15:39:51.510000+00:00,-3,3,-8,8
20678,2026-06-10 21:21:00+02:00,2026-06-10 19:21:00+00:00,2026-06-10 17:39:51.510000+02:00,2026-06-10 15:39:51.510000+00:00,-3,3,-8,8
20679,2026-06-10 21:46:00+02:00,2026-06-10 19:46:00+00:00,2026-06-10 17:39:51.510000+02:00,2026-06-10 15:39:51.510000+00:00,-3,3,-8,8
20680,2026-06-10 22:05:00+02:00,2026-06-10 20:05:00+00:00,2026-06-10 17:39:51.510000+02:00,2026-06-10 15:39:51.510000+00:00,-3,3,-8,8
20681,2026-06-10 22:12:00+02:00,2026-06-10 20:12:00+00:00,2026-06-10 17:39:51.510000+02:00,2026-06-10 15:39:51.510000+00:00,-3,3,-8,8
20682,2026-06-10 22:39:00+02:00,2026-06-10 20:39:00+00:00,2026-06-10 22:35:00+02:00,2026-06-10 20:35:00+00:00,-3,3,-8,8
20683,2026-06-10 22:54:00+02:00,2026-06-10 20:54:00+00:00,2026-06-10 22:35:00+02:00,2026-06-10 20:35:00+00:00,-3,3,-8,8
20684,2026-06-11 00:58:00+02:00,2026-06-10 22:58:00+00:00,2026-06-10 22:35:00+02:00,2026-06-10 20:35:00+00:00,-3,3,-8,8
20686,2026-06-11 01:25:00+02:00,2026-06-10 23:25:00+00:00,2026-06-10 22:35:00+02:00,2026-06-10 20:35:00+00:00,-3,3,-8,8
20687,2026-06-11 01:35:00+02:00,2026-06-10 23:35:00+00:00,2026-06-10 22:35:00+02:00,2026-06-10 20:35:00+00:00,-3,3,-8,8
20688,2026-06-11 01:51:00+02:00,2026-06-10 23:51:00+00:00,2026-06-10 22:35:00+02:00,2026-06-10 20:35:00+00:00,-3,3,-8,8
20689,2026-06-11 01:54:00+02:00,2026-06-10 23:54:00+00:00,2026-06-10 22:35:00+02:00,2026-06-10 20:35:00+00:00,-3,3,-8,8
20690,2026-06-11 02:15:00+02:00,2026-06-11 00:15:00+00:00,2026-06-10 22:35:00+02:00,2026-06-10 20:35:00+00:00,-3,3,-8,8
20691,2026-06-11 02:25:00+02:00,2026-06-11 00:25:00+00:00,2026-06-10 22:35:00+02:00,2026-06-10 20:35:00+00:00,-3,3,-8,8
20692,2026-06-11 02:39:00+02:00,2026-06-11 00:39:00+00:00,2026-06-10 22:35:00+02:00,2026-06-10 20:35:00+00:00,-3,3,-8,8
20693,2026-06-11 02:57:00+02:00,2026-06-11 00:57:00+00:00,2026-06-10 22:35:00+02:00,2026-06-10 20:35:00+00:00,-3,3,-8,8
20694,2026-06-11 03:06:00+02:00,2026-06-11 01:06:00+00:00,2026-06-10 22:35:00+02:00,2026-06-10 20:35:00+00:00,-3,3,-8,8
20695,2026-06-11 03:19:00+02:00,2026-06-11 01:19:00+00:00,2026-06-10 22:35:00+02:00,2026-06-10 20:35:00+00:00,-3,3,-8,8
20696,2026-06-11 03:42:00+02:00,2026-06-11 01:42:00+00:00,2026-06-10 22:35:00+02:00,2026-06-10 20:35:00+00:00,-3,3,-8,8
20697,2026-06-11 04:05:00+02:00,2026-06-11 02:05:00+00:00,2026-06-10 22:35:00+02:00,2026-06-10 20:35:00+00:00,-3,3,-8,8
20699,2026-06-11 04:12:00+02:00,2026-06-11 02:12:00+00:00,2026-06-10 22:35:00+02:00,2026-06-10 20:35:00+00:00,-3,3,-8,8
20700,2026-06-11 04:19:00+02:00,2026-06-11 02:19:00+00:00,2026-06-11 04:17:30.300000+02:00,2026-06-11 02:17:30.300000+00:00,-3,3,-8,8
20701,2026-06-11 04:33:00+02:00,2026-06-11 02:33:00+00:00,2026-06-11 04:17:30.300000+02:00,2026-06-11 02:17:30.300000+00:00,-3,3,-8,8
20702,2026-06-11 04:45:00+02:00,2026-06-11 02:45:00+00:00,2026-06-11 04:17:30.300000+02:00,2026-06-11 02:17:30.300000+00:00,-3,3,-8,8
20703,2026-06-11 05:00:00+02:00,2026-06-11 03:00:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20705,2026-06-11 05:13:00+02:00,2026-06-11 03:13:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20706,2026-06-11 05:19:00+02:00,2026-06-11 03:19:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20707,2026-06-11 05:29:00+02:00,2026-06-11 03:29:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20708,2026-06-11 05:42:00+02:00,2026-06-11 03:42:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20709,2026-06-11 06:05:00+02:00,2026-06-11 04:05:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20710,2026-06-11 06:10:00+02:00,2026-06-11 04:10:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20711,2026-06-11 06:13:00+02:00,2026-06-11 04:13:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20712,2026-06-11 06:21:00+02:00,2026-06-11 04:21:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20713,2026-06-11 06:33:00+02:00,2026-06-11 04:33:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20714,2026-06-11 06:36:00+02:00,2026-06-11 04:36:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20715,2026-06-11 06:55:00+02:00,2026-06-11 04:55:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20716,2026-06-11 06:57:00+02:00,2026-06-11 04:57:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20717,2026-06-11 07:03:00+02:00,2026-06-11 05:03:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20718,2026-06-11 07:10:00+02:00,2026-06-11 05:10:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20719,2026-06-11 07:13:00+02:00,2026-06-11 05:13:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20720,2026-06-11 07:15:00+02:00,2026-06-11 05:15:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20721,2026-06-11 07:19:00+02:00,2026-06-11 05:19:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20722,2026-06-11 07:21:00+02:00,2026-06-11 05:21:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20723,2026-06-11 07:22:00+02:00,2026-06-11 05:22:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20724,2026-06-11 07:31:00+02:00,2026-06-11 05:31:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20725,2026-06-11 07:40:00+02:00,2026-06-11 05:40:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20726,2026-06-11 07:44:00+02:00,2026-06-11 05:44:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20727,2026-06-11 11:25:00+02:00,2026-06-11 09:25:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20728,2026-06-11 12:29:00+02:00,2026-06-11 10:29:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20729,2026-06-11 12:32:00+02:00,2026-06-11 10:32:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20730,2026-06-11 12:35:00+02:00,2026-06-11 10:35:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20731,2026-06-11 12:40:00+02:00,2026-06-11 10:40:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20732,2026-06-11 12:42:00+02:00,2026-06-11 10:42:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20733,2026-06-11 12:53:00+02:00,2026-06-11 10:53:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20734,2026-06-11 13:19:00+02:00,2026-06-11 11:19:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20735,2026-06-11 13:30:00+02:00,2026-06-11 11:30:00+00:00,2026-06-11 04:59:01.010000+02:00,2026-06-11 02:59:01.010000+00:00,-3,3,-10,10
20738,2026-06-11 18:23:00+02:00,2026-06-11 16:23:00+00:00,2026-06-11 18:10:44.440000+02:00,2026-06-11 16:10:44.440000+00:00,-5,5,-12,12
20741,2026-06-11 18:49:00+02:00,2026-06-11 16:49:00+00:00,2026-06-11 18:10:44.440000+02:00,2026-06-11 16:10:44.440000+00:00,-5,5,-12,12
20742,2026-06-11 18:59:00+02:00,2026-06-11 16:59:00+00:00,2026-06-11 18:10:44.440000+02:00,2026-06-11 16:10:44.440000+00:00,-5,5,-12,12
20744,2026-06-11 19:06:00+02:00,2026-06-11 17:06:00+00:00,2026-06-11 18:10:44.440000+02:00,2026-06-11 16:10:44.440000+00:00,-5,5,-12,12
20745,2026-06-11 19:11:00+02:00,2026-06-11 17:11:00+00:00,2026-06-11 18:10:44.440000+02:00,2026-06-11 16:10:44.440000+00:00,-5,5,-12,12
20746,2026-06-11 20:49:00+02:00,2026-06-11 18:49:00+00:00,2026-06-11 18:10:44.440000+02:00,2026-06-11 16:10:44.440000+00:00,-5,5,-12,12
20747,2026-06-11 21:04:00+02:00,2026-06-11 19:04:00+00:00,2026-06-11 18:10:44.440000+02:00,2026-06-11 16:10:44.440000+00:00,-5,5,-12,12
20748,2026-06-11 21:21:00+02:00,2026-06-11 19:21:00+00:00,2026-06-11 18:10:44.440000+02:00,2026-06-11 16:10:44.440000+00:00,-5,5,-12,12
20750,2026-06-11 21:50:00+02:00,2026-06-11 19:50:00+00:00,2026-06-11 18:10:44.440000+02:00,2026-06-11 16:10:44.440000+00:00,-5,5,-12,12
20751,2026-06-11 22:08:00+02:00,2026-06-11 20:08:00+00:00,2026-06-11 18:10:44.440000+02:00,2026-06-11 16:10:44.440000+00:00,-5,5,-12,12
20752,2026-06-11 22:16:00+02:00,2026-06-11 20:16:00+00:00,2026-06-11 18:10:44.440000+02:00,2026-06-11 16:10:44.440000+00:00,-5,5,-12,12
20753,2026-06-11 22:20:00+02:00,2026-06-11 20:20:00+00:00,2026-06-11 18:10:44.440000+02:00,2026-06-11 16:10:44.440000+00:00,-5,5,-12,12
20754,2026-06-11 22:57:00+02:00,2026-06-11 20:57:00+00:00,2026-06-11 22:50:47.470000+02:00,2026-06-11 20:50:47.470000+00:00,-5,5,-12,12
20756,2026-06-11 23:19:00+02:00,2026-06-11 21:19:00+00:00,2026-06-11 23:11:35.350000+02:00,2026-06-11 21:11:35.350000+00:00,-5,5,-10,10
20757,2026-06-11 23:26:00+02:00,2026-06-11 21:26:00+00:00,2026-06-11 23:22:08.080000+02:00,2026-06-11 21:22:08.080000+00:00,-15,15,-8,8
20758,2026-06-11 23:31:00+02:00,2026-06-11 21:31:00+00:00,2026-06-11 23:22:08.080000+02:00,2026-06-11 21:22:08.080000+00:00,-15,15,-8,8
20760,2026-06-11 23:38:00+02:00,2026-06-11 21:38:00+00:00,2026-06-11 23:22:08.080000+02:00,2026-06-11 21:22:08.080000+00:00,-15,15,-8,8
20761,2026-06-11 23:42:00+02:00,2026-06-11 21:42:00+00:00,2026-06-11 23:22:08.080000+02:00,2026-06-11 21:22:08.080000+00:00,-15,15,-8,8
20762,2026-06-12 00:13:00+02:00,2026-06-11 22:13:00+00:00,2026-06-11 23:22:08.080000+02:00,2026-06-11 21:22:08.080000+00:00,-15,15,-8,8
20763,2026-06-12 00:20:00+02:00,2026-06-11 22:20:00+00:00,2026-06-11 23:22:08.080000+02:00,2026-06-11 21:22:08.080000+00:00,-15,15,-8,8
20764,2026-06-12 00:23:00+02:00,2026-06-11 22:23:00+00:00,2026-06-11 23:22:08.080000+02:00,2026-06-11 21:22:08.080000+00:00,-15,15,-8,8
20765,2026-06-12 00:27:00+02:00,2026-06-11 22:27:00+00:00,2026-06-11 23:22:08.080000+02:00,2026-06-11 21:22:08.080000+00:00,-15,15,-8,8
20766,2026-06-12 00:31:00+02:00,2026-06-11 22:31:00+00:00,2026-06-11 23:22:08.080000+02:00,2026-06-11 21:22:08.080000+00:00,-15,15,-8,8
20767,2026-06-12 00:33:00+02:00,2026-06-11 22:33:00+00:00,2026-06-11 23:22:08.080000+02:00,2026-06-11 21:22:08.080000+00:00,-15,15,-8,8
20768,2026-06-12 00:36:00+02:00,2026-06-11 22:36:00+00:00,2026-06-11 23:22:08.080000+02:00,2026-06-11 21:22:08.080000+00:00,-15,15,-8,8
20769,2026-06-12 00:37:00+02:00,2026-06-11 22:37:00+00:00,2026-06-11 23:22:08.080000+02:00,2026-06-11 21:22:08.080000+00:00,-15,15,-8,8
20770,2026-06-12 00:59:00+02:00,2026-06-11 22:59:00+00:00,2026-06-11 23:22:08.080000+02:00,2026-06-11 21:22:08.080000+00:00,-15,15,-8,8
20771,2026-06-12 01:17:00+02:00,2026-06-11 23:17:00+00:00,2026-06-11 23:22:08.080000+02:00,2026-06-11 21:22:08.080000+00:00,-15,15,-8,8
